name	LWR	fract	aLWR	afract	taxopath
query_3827	0.02524	0.5319	0.02524	0.5319	DISTANT
query_3981	0.6299	0.7867	0.7128	0.8901	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042
query_4934	0.05767	0.3778	0.05767	0.3778	DISTANT
query_277	0.08601	0.5169	0.1156	0.695	cluster_IV
query_486	0.07032	0.3829	0.07032	0.3829	DISTANT
query_811	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1161	0.07478	0.4838	0.07478	0.4838	DISTANT
query_1216	0.007499	0.406	0.007499	0.406	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_2254	0.7019	0.783	0.7019	0.783	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_2332	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2572	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2728	0.3451	0.7566	0.3451	0.7566	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_3080	0.1026	0.2929	0.1575	0.4496	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_3795	0.1794	0.3318	0.485	0.8969	cluster_IV
query_165	0.5414	0.7596	0.5414	0.7596	DISTANT
query_945	0.1725	0.7222	0.1725	0.7222	DISTANT
query_2945	0.3137	0.826	0.3496	0.9205	cluster_IV;d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae
query_3839	0.1243	0.5979	0.1243	0.5979	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_4655	0.06198	0.3695	0.06198	0.3695	cluster_IV;d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus durus
query_448	0.1182	0.5476	0.1182	0.5476	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_1652	0.5596	0.8349	0.5596	0.8349	cluster_IV;d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa;s__Enhygromyxa salina_B
query_2508	0.03376	0.283	0.03376	0.283	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_2749	0.1026	0.2929	0.1575	0.4496	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_3375	0.9936	1	0.9936	1	DISTANT
query_3996	0.05241	0.6689	0.05241	0.6689	DISTANT
query_4219	0.04148	0.9291	0.04148	0.9291	DISTANT
query_4478	0.005842	1	0.005842	1	DISTANT
query_4690	0.2443	0.5451	0.2443	0.5451	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_1135	0.02976	0.6818	0.02976	0.6818	cluster_IV;d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina acetivorans
query_1627	0.2443	0.5451	0.2443	0.5451	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_3621	0.09135	0.4363	0.09135	0.4363	DISTANT
query_4488	0.1385	0.5058	0.1385	0.5058	cluster_IV;d__Archaea;p__Halobacterota
query_274	0.005178	1	0.005178	1	DISTANT
query_1138	0.004037	0.5828	0.004037	0.5828	cluster_IV;d__Bacteria;p__Nitrospinota;c__2-12-FULL-45-22;o__2-12-FULL-45-22;f__;g__;s__
query_1621	0.9936	1	0.9936	1	DISTANT
query_2830	0.1381	0.3149	0.3498	0.7978	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae
query_3087	0.09135	0.4363	0.09135	0.4363	DISTANT
query_3673	0.5768	1	0.5768	1	DISTANT
query_441	0.3513	0.6758	0.4961	0.9544	cluster_IV
query_1921	0.006332	1	0.006332	1	DISTANT
query_2792	0.04436	0.2748	0.07921	0.4907	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae
query_3040	0.01103	1	0.01103	1	DISTANT
query_3358	0.01676	0.3806	0.01676	0.3806	DISTANT
query_4479	0.2443	0.5451	0.2443	0.5451	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4671	0.08308	0.8817	0.08308	0.8817	DISTANT
query_695	0.122	0.288	0.1997	0.4714	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_2887	0.323	0.4431	0.323	0.4431	DISTANT
query_1223	0.005127	0.6332	0.005127	0.6332	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_2966	0.005726	1	0.005726	1	cluster_IV
query_4130	0.04636	0.4663	0.04636	0.4663	DISTANT
query_560	0.1133	1	0.1133	1	DISTANT
query_1027	0.1211	0.2873	0.1989	0.4718	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_1437	0.01412	0.5801	0.01412	0.5801	DISTANT
query_2575	0.2026	0.4937	0.2026	0.4937	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_3959	0.5689	0.843	0.5689	0.843	cluster_IV;d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa;s__Enhygromyxa salina_B
query_4310	0.865	0.92	0.865	0.92	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042;o__PWKZ01;f__;g__;s__
query_4459	0.2024	0.6956	0.2333	0.8018	cluster_IV
query_4902	0.177	0.4095	0.177	0.4095	DISTANT
query_202	0.4959	0.5036	0.4959	0.5036	cluster_IV;d__Bacteria;p__Nitrospinota;c__2-12-FULL-45-22;o__2-12-FULL-45-22;f__;g__;s__
query_923	0.1026	0.2929	0.1575	0.4496	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_2135	0.1725	0.7222	0.1725	0.7222	DISTANT
query_2704	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3079	0.06539	0.5632	0.09392	0.8089	cluster_III;d__Bacteria
query_3181	0.3771	0.6259	0.3771	0.6259	cluster_IV;d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa;s__Enhygromyxa salina_B
query_3239	0.08007	0.5618	0.09628	0.6755	cluster_IV
query_3497	0.02866	0.5456	0.02866	0.5456	DISTANT
query_3722	0.04	0.25	0.04	0.25	DISTANT
query_4028	0.009751	0.4278	0.009751	0.4278	DISTANT
query_4429	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_436	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_552	0.007732	1	0.007732	1	DISTANT
query_1177	0.03213	0.36	0.03213	0.36	DISTANT
query_1403	0.003425	0.7548	0.003425	0.7548	cluster_I;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Lyngbya;s__Lyngbya aestuarii
query_1655	0.2567	1	0.2567	1	DISTANT
query_2050	0.2156	0.4583	0.316	0.6717	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_2141	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2987	0.2453	0.6044	0.2453	0.6044	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_3103	0.9936	1	0.9936	1	DISTANT
query_3326	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3698	0.1828	0.4778	0.1828	0.4778	DISTANT
query_3799	0.2164	0.4952	0.2164	0.4952	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_4013	0.1359	0.4471	0.1359	0.4471	DISTANT
query_4319	0.05313	0.4313	0.05313	0.4313	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_505	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1124	0.02777	0.3485	0.03339	0.419	cluster_IV;d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae
query_1308	0.2118	0.2278	0.2118	0.2278	DISTANT
query_1810	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2948	0.1655	0.2119	0.3282	0.4202	cluster_IV;d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocullaceae;g__UBA206
query_3317	0.08464	0.6923	0.08464	0.6923	DISTANT
query_3494	0.1127	1	0.1127	1	DISTANT
query_3531	0.2308	0.5406	0.2308	0.5406	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4770	0.462	0.8492	0.462	0.8492	DISTANT
query_38	0.1593	0.7735	0.1593	0.7735	DISTANT
query_512	0.2122	0.4688	0.2122	0.4688	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus_A;s__Methanocaldococcus_A infernus
query_1432	0.007499	0.406	0.007499	0.406	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_1453	0.0574	0.357	0.0574	0.357	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042
query_2417	0.07196	0.8518	0.07196	0.8518	DISTANT
query_2912	0.1313	0.4281	0.1313	0.4281	DISTANT
query_3495	0.03212	0.3794	0.03212	0.3794	DISTANT
query_3697	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_4914	0.02952	0.38	0.04029	0.5185	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042
query_863	0.005919	1	0.005919	1	DISTANT
query_892	0.07043	0.8175	0.07043	0.8175	DISTANT
query_951	0.1176	1	0.1176	1	DISTANT
query_1127	0.3231	0.8282	0.3231	0.8282	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1764	0.03376	0.283	0.03376	0.283	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_2010	0.1166	0.4002	0.1166	0.4002	DISTANT
query_2615	0.00464	0.53	0.00464	0.53	cluster_I;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae
query_3007	0.02716	0.233	0.108	0.9268	cluster_IV
query_3262	0.3923	0.6512	0.3923	0.6512	cluster_IV;d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa;s__Enhygromyxa salina_B
query_3304	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3651	0.122	0.288	0.1997	0.4714	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_4220	0.2443	0.5451	0.2443	0.5451	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4886	0.03166	0.3707	0.0635	0.7435	cluster_IV
query_1183	0.5681	0.9755	0.5681	0.9755	DISTANT
query_1586	0.05388	0.2604	0.09261	0.4476	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_2054	0.1368	1	0.1368	1	DISTANT
query_2096	0.1769	0.3275	0.4175	0.773	cluster_IV
query_2561	0.1563	0.5762	0.1563	0.5762	cluster_III;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium phaeovibrioides
query_2593	0.3218	0.8168	0.3218	0.8168	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3064	0.05918	0.8743	0.05918	0.8743	DISTANT
query_3407	0.1342	0.5172	0.1684	0.6487	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3823	0.3162	0.4685	0.3162	0.4685	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__Methanothermococcus_A okinawensis
query_3873	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_4205	0.2092	0.4655	0.2092	0.4655	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus_A;s__Methanocaldococcus_A infernus
query_108	0.002829	0.4029	0.002829	0.4029	DISTANT
query_630	0.00301	0.4286	0.00301	0.4286	DISTANT
query_679	0.291	0.5219	0.291	0.5219	DISTANT
query_934	0.1523	0.5522	0.1523	0.5522	cluster_IV;d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa;s__Enhygromyxa salina_B
query_1514	0.1359	0.4471	0.1359	0.4471	DISTANT
query_1924	0.005601	0.6519	0.005601	0.6519	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_2358	0.6166	0.8233	0.6166	0.8233	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_2808	0.09553	0.5184	0.09553	0.5184	DISTANT
query_3088	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3134	0.1451	0.3483	0.1451	0.3483	DISTANT
query_3448	0.2086	0.507	0.2086	0.507	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_3844	0.2438	0.6855	0.2438	0.6855	DISTANT
query_4354	0.1895	0.4421	0.1895	0.4421	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042
query_4515	0.1026	0.2929	0.1575	0.4496	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_459	0.02752	0.5159	0.02752	0.5159	DISTANT
query_864	0.07797	0.2572	0.07797	0.2572	DISTANT
query_2430	0.04439	0.2669	0.06149	0.3698	cluster_IV;d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales
query_3127	0.05437	0.5809	0.05437	0.5809	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_3770	0.1477	0.5954	0.1477	0.5954	DISTANT
query_4111	0.09179	0.4348	0.09179	0.4348	DISTANT
query_4611	0.05149	0.6541	0.05149	0.6541	DISTANT
query_33	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_837	0.03376	0.283	0.03376	0.283	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_1890	0.2593	0.6933	0.2593	0.6933	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_3055	0.02637	0.3582	0.06517	0.8853	cluster_II
query_3956	0.9348	1	0.9348	1	DISTANT
query_4027	0.2086	0.507	0.2086	0.507	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_617	0.005178	1	0.005178	1	DISTANT
query_2197	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2774	0.1395	0.3158	0.3527	0.7981	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae
query_3361	0.08187	0.3494	0.08187	0.3494	DISTANT
query_3696	0.005353	1	0.005353	1	DISTANT
query_3801	0.03467	0.3451	0.03467	0.3451	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4333	0.2514	0.4528	0.2514	0.4528	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_101	0.1384	0.3338	0.1384	0.3338	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_1227	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1985	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2438	0.02273	0.3455	0.04639	0.7054	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales
query_4528	0.0429	0.4279	0.07371	0.7352	cluster_IV
query_4701	0.2032	0.8974	0.2032	0.8974	DISTANT
query_4887	0.04844	0.8547	0.04844	0.8547	cluster_IV;d__Bacteria
query_231	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1016	0.07607	0.4112	0.07607	0.4112	DISTANT
query_2255	0.03234	0.3739	0.07204	0.8329	cluster_IV;d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales
query_2360	0.02611	0.6777	0.02611	0.6777	DISTANT
query_2777	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2911	0.04637	0.3865	0.04637	0.3865	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4603	0.05968	0.4464	0.05968	0.4464	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4941	0.2443	0.5451	0.2443	0.5451	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_59	0.1528	0.5017	0.1841	0.6046	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_521	0.1513	0.5996	0.1513	0.5996	cluster_IV;d__Bacteria
query_694	0.1381	0.3149	0.3498	0.7978	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae
query_1870	0.1906	0.5885	0.1906	0.5885	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_2522	0.3162	0.4685	0.3162	0.4685	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__Methanothermococcus_A okinawensis
query_2799	0.1864	0.5917	0.1864	0.5917	DISTANT
query_4483	0.1002	0.4424	0.1222	0.5398	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042
query_4535	0.005099	0.9998	0.005099	0.9998	cluster_I;d__Bacteria;p__Aquificota;c__Desulfurobacteriia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__Desulfurobacterium_A;s__Desulfurobacterium_A atlanticum
query_410	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_652	0.3771	0.6259	0.3771	0.6259	cluster_IV;d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa;s__Enhygromyxa salina_B
query_899	0.05635	1	0.05635	1	DISTANT
query_1192	0.2004	0.4825	0.2004	0.4825	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_2422	0.122	0.288	0.1997	0.4714	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_3074	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3454	0.09374	0.7101	0.09374	0.7101	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_3616	0.7087	0.7831	0.7087	0.7831	DISTANT
query_3880	0.1781	0.6772	0.2192	0.8337	cluster_IV
query_4016	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_4076	0.05586	0.5057	0.05586	0.5057	DISTANT
query_4533	0.1725	0.7222	0.1725	0.7222	DISTANT
query_1789	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2557	0.04718	0.3116	0.04718	0.3116	DISTANT
query_2681	0.1623	0.383	0.3198	0.7546	cluster_I;d__Bacteria;p__Campylobacterota;c__Campylobacteria
query_3085	0.09532	0.4545	0.09532	0.4545	DISTANT
query_3510	0.09606	0.7807	0.09606	0.7808	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042
query_3644	0.2086	0.507	0.2086	0.507	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4170	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_133	0.03488	0.8377	0.03488	0.8377	DISTANT
query_390	0.1619	0.7532	0.1619	0.7532	DISTANT
query_1184	0.3076	0.7693	0.3076	0.7693	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_2383	0.0438	0.3388	0.0438	0.3388	DISTANT
query_2661	0.005202	0.5168	0.005202	0.5168	cluster_I;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Rivularia;s__Rivularia sp000316665
query_2839	0.9775	1	0.9775	1	DISTANT
query_2953	0.00631	1	0.00631	1	DISTANT
query_3073	0.4952	0.6088	0.8079	0.9932	cluster_IV
query_3663	0.08779	0.471	0.1746	0.9366	cluster_III;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales
query_3915	0.07368	0.2821	0.1229	0.4703	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_4215	0.1026	0.2929	0.1575	0.4496	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_4397	0.04775	0.5345	0.04775	0.5345	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4810	0.5308	1	0.5308	1	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042;o__PWKZ01;f__;g__;s__
query_414	0.07519	0.6451	0.07519	0.6451	DISTANT
query_477	0.2443	0.5451	0.2443	0.5451	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_1863	0.9083	1	0.9083	1	DISTANT
query_2087	0.004134	0.6085	0.004134	0.6085	cluster_III;d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium beijerinckii
query_2578	0.009397	1	0.009397	1	DISTANT
query_2855	0.00732	0.6663	0.00732	0.6663	cluster_IV
query_3013	0.2707	0.8139	0.2707	0.8139	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3065	0.1026	0.2929	0.1575	0.4496	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_3226	0.0264	0.7741	0.02937	0.8611	cluster_IV;d__Bacteria
query_3744	0.02313	0.6218	0.02313	0.6218	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A
query_3785	0.004978	0.6836	0.004978	0.6836	DISTANT
query_4660	0.05429	0.5777	0.0604	0.6427	cluster_IV;d__Archaea;p__Halobacterota
query_4863	0.05767	0.3778	0.05767	0.3778	DISTANT
query_656	0.3231	0.8282	0.3231	0.8282	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_820	0.2101	0.4678	0.2101	0.4678	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus_A;s__Methanocaldococcus_A infernus
query_1981	0.2443	0.5451	0.2443	0.5451	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_2027	0.3253	0.4924	0.3253	0.4924	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium_A;s__Chlorobium_A phaeobacteroides
query_2074	0.005679	1	0.005679	1	cluster_IV
query_2133	0.09302	0.4877	0.1538	0.8065	cluster_IV
query_2175	0.06475	0.541	0.06475	0.541	DISTANT
query_2452	0.1303	0.9719	0.1303	0.9719	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
